question_id,domain,subcategory,question_type,difficulty,question,key_concepts,roles,content_status
databases--003,Databases/SQL,Indexes,debugging,medium,Why can an index speed reads but slow writes?,Databases/SQL; Indexes; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,curated
databases--004,Databases/SQL,Transactions,design,hard,Explain ACID using a money-transfer example.,Databases/SQL; Transactions; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,curated
databases--005,Databases/SQL,PostgreSQL,conceptual,easy,How would you model a many-to-many relationship between questions and skills?,Databases/SQL; PostgreSQL; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,curated
databases--006,Databases/SQL,Redis,optimization,medium,When is Redis appropriate and when is it a poor substitute for a durable database?,Databases/SQL; Redis; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,curated
databases--007,Databases/SQL,MongoDB,follow_up,medium,What are the trade-offs between embedding and referencing MongoDB documents?,Databases/SQL; MongoDB; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,curated
databases--008,Databases/SQL,Optimization,scenario,medium,How would you use EXPLAIN ANALYZE to investigate a slow query?,Databases/SQL; Optimization; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,curated
databases--009,Databases/SQL,Pagination,practical,hard,Why can OFFSET pagination become slow on large tables?,Databases/SQL; Pagination; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,curated
databases--010,Databases/SQL,SQL,tradeoff,easy,Find the second-highest salary and explain duplicate handling.,Databases/SQL; SQL; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,curated
databases--011,Databases/SQL,Joins,debugging,medium,How can joining two one-to-many tables accidentally multiply rows?,Databases/SQL; Joins; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,curated
databases--012,Databases/SQL,Indexes,design,medium,A query is slow despite an index. What would you investigate?,Databases/SQL; Indexes; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,curated
databases--013,Databases/SQL,Transactions,conceptual,medium,How would you prevent two users from purchasing the last inventory item?,Databases/SQL; Transactions; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,curated
databases--014,Databases/SQL,PostgreSQL,optimization,hard,How would you use connection pooling in an async API?,Databases/SQL; PostgreSQL; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,curated
databases--015,Databases/SQL,Redis,follow_up,easy,When is Redis appropriate and when is it a poor substitute for a durable database? How would you answer this if the interviewer asked for a concrete production example?,Databases/SQL; Redis; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,expanded
databases--016,Databases/SQL,MongoDB,scenario,medium,What are the trade-offs between embedding and referencing MongoDB documents? How would you answer this if the interviewer asked for a concrete production example?,Databases/SQL; MongoDB; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,expanded
databases--017,Databases/SQL,Optimization,practical,medium,How would you use EXPLAIN ANALYZE to investigate a slow query? How would you answer this if the interviewer asked for a concrete production example?,Databases/SQL; Optimization; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,expanded
databases--018,Databases/SQL,Pagination,tradeoff,medium,Why can OFFSET pagination become slow on large tables? How would you answer this if the interviewer asked for a concrete production example?,Databases/SQL; Pagination; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,expanded
databases--019,Databases/SQL,SQL,debugging,hard,Return customers who have no orders.,Databases/SQL; SQL; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,curated
databases--020,Databases/SQL,Joins,design,easy,Explain INNER JOIN versus LEFT JOIN with customers and orders. How would you answer this if the interviewer asked for a concrete production example?,Databases/SQL; Joins; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,expanded
databases--021,Databases/SQL,Indexes,conceptual,medium,Why can an index speed reads but slow writes? How would you answer this if the interviewer asked for a concrete production example?,Databases/SQL; Indexes; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,expanded
databases--022,Databases/SQL,Transactions,optimization,medium,Explain ACID using a money-transfer example. How would you answer this if the interviewer asked for a concrete production example?,Databases/SQL; Transactions; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,expanded
databases--023,Databases/SQL,PostgreSQL,follow_up,medium,How would you model a many-to-many relationship between questions and skills? How would you answer this if the interviewer asked for a concrete production example?,Databases/SQL; PostgreSQL; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,expanded
databases--024,Databases/SQL,Redis,scenario,hard,When is Redis appropriate and when is it a poor substitute for a durable database? What edge case or failure mode would you test before calling this solution complete?,Databases/SQL; Redis; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,expanded
databases--025,Databases/SQL,MongoDB,practical,easy,What are the trade-offs between embedding and referencing MongoDB documents? What edge case or failure mode would you test before calling this solution complete?,Databases/SQL; MongoDB; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,expanded
databases--026,Databases/SQL,Optimization,tradeoff,medium,How would you use EXPLAIN ANALYZE to investigate a slow query? What edge case or failure mode would you test before calling this solution complete?,Databases/SQL; Optimization; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,expanded
databases--027,Databases/SQL,Pagination,debugging,medium,Why can OFFSET pagination become slow on large tables? What edge case or failure mode would you test before calling this solution complete?,Databases/SQL; Pagination; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,expanded
databases--028,Databases/SQL,SQL,design,medium,Find the top three products by sales within each category.,Databases/SQL; SQL; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,curated
databases--029,Databases/SQL,Joins,conceptual,hard,How can joining two one-to-many tables accidentally multiply rows? How would you answer this if the interviewer asked for a concrete production example?,Databases/SQL; Joins; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,expanded
databases--030,Databases/SQL,Indexes,optimization,easy,A query is slow despite an index. What would you investigate? How would you answer this if the interviewer asked for a concrete production example?,Databases/SQL; Indexes; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,expanded
databases--031,Databases/SQL,Transactions,follow_up,medium,How would you prevent two users from purchasing the last inventory item? How would you answer this if the interviewer asked for a concrete production example?,Databases/SQL; Transactions; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,expanded
databases--032,Databases/SQL,PostgreSQL,scenario,medium,How would you use connection pooling in an async API? How would you answer this if the interviewer asked for a concrete production example?,Databases/SQL; PostgreSQL; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,expanded
databases--033,Databases/SQL,SQL,practical,medium,Return the latest order for each customer.,Databases/SQL; SQL; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,curated
databases--034,Databases/SQL,Joins,tradeoff,hard,Explain INNER JOIN versus LEFT JOIN with customers and orders. What edge case or failure mode would you test before calling this solution complete?,Databases/SQL; Joins; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,expanded
databases--035,Databases/SQL,Indexes,debugging,easy,Why can an index speed reads but slow writes? What edge case or failure mode would you test before calling this solution complete?,Databases/SQL; Indexes; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,expanded
